ebird_species_code,species_num,scientific_name,japanese_name,ebird_sciname,ebird_common_name,order,family,ebird_common_name_freq,frequency_annual_mean,frequency_max,n_periods_detected,residence_status,xc_total,xc_japan,inat_total,inat_japan,inat_api_total,inat_api_japan,ml_total,ml_japan,recordings_total,recordings_japan,recordings_downloadable,priority_tier,priority_score,ml_available,ml_japan_available,recordings_with_ml
baepoc1,40,Aythya baeri,アカハジロ,Aythya baeri,Baer's Pochard,ANSERIFORMES,ANATIDAE,Baer's Pochard,0.0003293875,0.0015292,25.0,passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.0003293875,0.0,0.0,0.0
bklkit,206,Rissa tridactyla,ミツユビカモメ,Rissa tridactyla,Black-legged Kittiwake,CHARADRIIFORMES,LARIDAE,Black-legged Kittiwake,0.0030568333333333,0.009677,48.0,resident,305.0,0.0,6.0,0.0,52.0,0.0,268.0,0.0,631.0,0.0,363.0,P3,0.000328477656322207,268.0,0.0,631.0
eurwry,389,Jynx torquilla,アリスイ,Jynx torquilla,Eurasian Wryneck,PICIFORMES,PICIDAE,Eurasian Wryneck,0.0037669541666666,0.0114763,48.0,resident,732.0,0.0,211.0,2.0,1091.0,2.0,1036.0,7.0,3070.0,11.0,2034.0,P3,0.0003251589434520923,1036.0,7.0,3070.0
horgre,120,Podiceps auritus,ミミカイツブリ,Podiceps auritus,Horned Grebe,PODICIPEDIFORMES,PODICIPEDIDAE,Horned Grebe,0.0027085354166666,0.0090498,35.0,winter,157.0,0.0,0.0,0.0,12.0,0.0,153.0,0.0,322.0,0.0,169.0,P3,0.0003247702795289795,153.0,0.0,322.0
yelbit,322,Ixobrychus sinensis,ヨシゴイ,Botaurus sinensis,Yellow Bittern,PELECANIFORMES,ARDEIDAE,Yellow Bittern,0.0025851229166666,0.0120903,41.0,summer,57.0,0.0,0.0,0.0,7.0,0.0,194.0,6.0,258.0,6.0,64.0,P3,0.0003222393907779096,194.0,6.0,258.0
solpet1,284,Pterodroma solandri,ハジロミズナギドリ,Pterodroma solandri,Providence Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Providence Petrel,0.0007299249999999,0.0029042,31.0,resident,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,P1,0.0003143615866516784,1.0,0.0,3.0
daujac1,433,Corvus dauuricus,コクマルガラス,Coloeus dauuricus,Daurian Jackdaw,PASSERIFORMES,CORVIDAE,Daurian Jackdaw,0.0018735770833333,0.0092667,26.0,winter,26.0,4.0,0.0,0.0,2.0,1.0,35.0,8.0,63.0,13.0,28.0,P2,0.00031110306469161645,35.0,8.0,63.0
ryurob2,546,Larvivora komadori,アカヒゲ,Larvivora komadori,Ryukyu Robin,PASSERIFORMES,MUSCICAPIDAE,Ryukyu Robin,0.0021137020833333,0.0114852,46.0,resident,41.0,39.0,0.0,0.0,1.0,1.0,67.0,63.0,109.0,103.0,42.0,P3,0.00031109401086288827,67.0,63.0,109.0
eurnut3,431,Nucifraga caryocatactes,ホシガラス,Nucifraga caryocatactes,Northern Nutcracker,PASSERIFORMES,CORVIDAE,Northern Nutcracker,0.0031580020833333,0.0118652,45.0,summer,510.0,0.0,84.0,1.0,372.0,3.0,228.0,12.0,1194.0,16.0,966.0,P3,0.0003088812173518145,228.0,12.0,1194.0
mouhae1,347,Nisaetus nipalensis,クマタカ,Nisaetus nipalensis,Mountain Hawk-Eagle,ACCIPITRIFORMES,ACCIPITRIDAE,Mountain Hawk-Eagle,0.0020641729166666,0.0084967,48.0,resident,21.0,3.0,0.0,0.0,4.0,0.0,83.0,0.0,108.0,3.0,25.0,P3,0.00030438923812725036,83.0,0.0,108.0
dasfly,534,Muscicapa sibirica,サメビタキ,Muscicapa sibirica,Dark-sided Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Dark-sided Flycatcher,0.0018480041666666,0.0124183,28.0,summer,34.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,68.0,4.0,34.0,P2,0.0003015041337718658,34.0,4.0,68.0
nohcuc1,79,Hierococcyx hyperythrus,ジュウイチ,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,CUCULIFORMES,CUCULIDAE,Northern Hawk-Cuckoo,0.0018185020833333,0.0149539,25.0,summer,17.0,6.0,0.0,0.0,12.0,10.0,44.0,34.0,73.0,50.0,29.0,P2,0.00029194975382860724,44.0,34.0,73.0
arcwar2,482,Phylloscopus examinandus,オオムシクイ,Phylloscopus examinandus,Kamchatka Leaf Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Kamchatka Leaf Warbler,0.002499,0.0191271,28.0,summer,80.0,6.0,3.0,1.0,28.0,10.0,305.0,124.0,416.0,141.0,111.0,P3,0.0002869986137120302,305.0,124.0,416.0
pacloo,270,Gavia pacifica,シロエリオオハム,Gavia pacifica,Pacific Loon,GAVIIFORMES,GAVIIDAE,Pacific Loon,0.0018880645833333,0.0075704,45.0,resident,26.0,0.0,0.0,0.0,3.0,0.0,71.0,0.0,100.0,0.0,29.0,P3,0.0002829652617402588,71.0,0.0,100.0
ijlwar1,477,Phylloscopus ijimae,イイジマムシクイ,Phylloscopus ijimae,Ijima's Leaf Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Ijima's Leaf Warbler,0.0018336958333333,0.0102085,28.0,summer,38.0,36.0,0.0,0.0,0.0,0.0,50.0,45.0,88.0,81.0,38.0,P2,0.0002824610794674365,50.0,45.0,88.0
trspet,282,Hydrobates tristrami,オーストンウミツバメ,Hydrobates tristrami,Tristram's Storm-Petrel,PROCELLARIIFORMES,HYDROBATIDAE,Tristram's Storm-Petrel,0.0011963354166666,0.0071519,38.0,passage,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,1.0,P1,0.00028162802045950873,16.0,0.0,17.0
pomjae,247,Stercorarius pomarinus,トウゾクカモメ,Stercorarius pomarinus,Pomarine Jaeger,CHARADRIIFORMES,STERCORARIIDAE,Pomarine Jaeger,0.0016467083333333,0.0061702,47.0,resident,10.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,63.0,0.0,10.0,P2,0.0002734320427541644,53.0,0.0,63.0
bktgod,150,Limosa limosa,オグロシギ,Limosa limosa,Black-tailed Godwit,CHARADRIIFORMES,SCOLOPACIDAE,Black-tailed Godwit,0.0028042104166666,0.0168301,39.0,summer,650.0,0.0,2.0,0.0,202.0,1.0,379.0,2.0,1233.0,3.0,854.0,P3,0.0002730408744370428,379.0,2.0,1233.0
yelbun1,631,Emberiza sulphurata,ノジコ,Emberiza sulphurata,Yellow Bunting,PASSERIFORMES,EMBERIZIDAE,Yellow Bunting,0.0018072041666666,0.0141595,29.0,summer,18.0,12.0,0.0,0.0,0.0,0.0,79.0,63.0,97.0,75.0,18.0,P2,0.0002726062678831868,79.0,63.0,97.0
sooshe,296,Ardenna grisea,ハイイロミズナギドリ,Ardenna grisea,Sooty Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Sooty Shearwater,0.0016614458333333,0.0094794,36.0,summer,22.0,0.0,1.0,0.0,3.0,0.0,41.0,0.0,67.0,0.0,26.0,P2,0.00027198807913255036,41.0,0.0,67.0
gyfwoo1,400,Picus canus,ヤマゲラ,Picus canus,Gray-headed Woodpecker,PICIFORMES,PICIDAE,Gray-headed Woodpecker,0.0029632791666666,0.0052922,48.0,resident,878.0,0.0,108.0,0.0,620.0,7.0,699.0,53.0,2305.0,60.0,1606.0,P3,0.0002652462951003346,699.0,53.0,2305.0
blnter1,240,Sterna sumatrana,エリグロアジサシ,Sterna sumatrana,Black-naped Tern,CHARADRIIFORMES,LARIDAE,Black-naped Tern,0.0017144729166666,0.0107884,24.0,summer,30.0,9.0,0.0,0.0,2.0,0.0,62.0,5.0,94.0,14.0,32.0,P2,0.0002603618344795188,62.0,5.0,94.0
orimag1,430,Pica serica,カササギ,Pica serica,Oriental Magpie,PASSERIFORMES,CORVIDAE,Oriental Magpie,0.0024866979166666,0.004896,48.0,resident,156.0,0.0,15.0,2.0,208.0,76.0,414.0,90.0,793.0,168.0,379.0,P3,0.0002580951410170395,414.0,90.0,793.0
comter,241,Sterna hirundo,アジサシ,Sterna hirundo,Common Tern,CHARADRIIFORMES,LARIDAE,Common Tern,0.0028478083333333,0.0110753,42.0,resident,1017.0,0.0,49.0,0.0,294.0,0.0,1503.0,2.0,2863.0,2.0,1360.0,P3,0.00024797362632304927,1503.0,2.0,2863.0
dusthr1,532,Turdus naumanni,ハチジョウツグミ,Turdus naumanni,Naumann's Thrush,PASSERIFORMES,TURDIDAE,Naumann's Thrush,0.0014922729166666,0.0072013,32.0,winter,26.0,0.0,0.0,0.0,7.0,4.0,33.0,4.0,66.0,8.0,33.0,P2,0.0002451387311236702,33.0,4.0,66.0
margra1,492,Locustella pryeri,オオセッカ,Helopsaltes pryeri,Marsh Grassbird,PASSERIFORMES,LOCUSTELLIDAE,Marsh Grassbird,0.0017513104166666,0.0074377,43.0,summer,63.0,21.0,0.0,0.0,6.0,4.0,84.0,39.0,153.0,64.0,69.0,P3,0.00024069275332856173,84.0,39.0,153.0
lobmur,255,Brachyramphus perdix,マダラウミスズメ,Brachyramphus perdix,Long-billed Murrelet,CHARADRIIFORMES,ALCIDAE,Long-billed Murrelet,0.00023990625,0.0015,22.0,resident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.00023990625,0.0,0.0,0.0
lbbgul,228,Larus fuscus,ニシセグロカモメ,Larus fuscus,Lesser Black-backed Gull,CHARADRIIFORMES,LARIDAE,Lesser Black-backed Gull,0.0023289416666666,0.0084882,37.0,winter,397.0,0.0,7.0,0.0,52.0,0.0,405.0,13.0,861.0,13.0,456.0,P3,0.0002387870306340372,405.0,13.0,861.0
retloo,268,Gavia stellata,アビ,Gavia stellata,Red-throated Loon,GAVIIFORMES,GAVIIDAE,Red-throated Loon,0.0022597624999999,0.0105308,39.0,winter,323.0,0.0,3.0,0.0,49.0,0.0,391.0,0.0,766.0,0.0,375.0,P3,0.00023576122492183763,391.0,0.0,766.0
narfly3,551,Ficedula owstoni,リュウキュウキビタキ,Ficedula owstoni,Ryukyu Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Ryukyu Flycatcher,0.0013951645833333,0.0059678,48.0,resident,25.0,24.0,0.0,0.0,2.0,1.0,34.0,32.0,61.0,57.0,27.0,P2,0.00023341128426128318,34.0,32.0,61.0
brnshr,424,Lanius cristatus,アカモズ,Lanius cristatus,Brown Shrike,PASSERIFORMES,LANIIDAE,Brown Shrike,0.0023870854166666,0.009187,48.0,resident,216.0,0.0,11.0,0.0,54.0,2.0,1040.0,2.0,1321.0,4.0,281.0,P3,0.00023020039611501884,1040.0,2.0,1321.0
ocrbun1,636,Emberiza yessoensis,コジュリン,Emberiza yessoensis,Ochre-rumped Bunting,PASSERIFORMES,EMBERIZIDAE,Ochre-rumped Bunting,0.0015533145833333,0.0049917,45.0,resident,64.0,22.0,0.0,0.0,1.0,1.0,41.0,14.0,106.0,37.0,65.0,P3,0.0002299541750822351,41.0,14.0,106.0
renpha,186,Phalaropus lobatus,アカエリヒレアシシギ,Phalaropus lobatus,Red-necked Phalarope,CHARADRIIFORMES,SCOLOPACIDAE,Red-necked Phalarope,0.0019681875,0.0094794,32.0,summer,171.0,0.0,2.0,0.0,11.0,0.0,294.0,0.0,478.0,0.0,184.0,P3,0.00022097357982261525,294.0,0.0,478.0
norful,283,Fulmarus glacialis,フルマカモメ,Fulmarus glacialis,Northern Fulmar,PROCELLARIIFORMES,PROCELLARIIDAE,Northern Fulmar,0.0016434624999999,0.0090772,46.0,resident,114.0,0.0,2.0,0.0,13.0,0.0,77.0,0.0,206.0,0.0,129.0,P3,0.00021342450043835114,77.0,0.0,206.0
janher1,326,Gorsachius goisagi,ミゾゴイ,Gorsachius goisagi,Japanese Night Heron,PELECANIFORMES,ARDEIDAE,Japanese Night Heron,0.0007357895833333,0.0039469,40.0,resident,4.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,9.0,1.0,6.0,P1,0.00021269088811275144,3.0,0.0,9.0
amewig,30,Mareca americana,アメリカヒドリ,Mareca americana,American Wigeon,ANSERIFORMES,ANATIDAE,American Wigeon,0.00220166875,0.0072183,31.0,winter,128.0,0.0,34.0,0.0,123.0,0.0,1060.0,0.0,1345.0,0.0,285.0,P3,0.00021178986296523656,1060.0,0.0,1345.0
refboo,310,Sula sula,アカアシカツオドリ,Sula sula,Red-footed Booby,SULIFORMES,SULIDAE,Red-footed Booby,0.0015762770833333,0.0182768,44.0,summer,55.0,0.0,0.0,0.0,32.0,0.0,110.0,0.0,197.0,0.0,87.0,P3,0.0002064101827256091,110.0,0.0,197.0
spored,197,Tringa erythropus,ツルシギ,Tringa erythropus,Spotted Redshank,CHARADRIIFORMES,SCOLOPACIDAE,Spotted Redshank,0.0019955854166666,0.0088235,40.0,resident,511.0,0.0,2.0,0.0,42.0,0.0,281.0,1.0,836.0,1.0,555.0,P3,0.00020550151321535275,281.0,1.0,836.0
eurwoo,176,Scolopax rusticola,ヤマシギ,Scolopax rusticola,Eurasian Woodcock,CHARADRIIFORMES,SCOLOPACIDAE,Eurasian Woodcock,0.0022282395833333,0.0062356,47.0,resident,1155.0,4.0,33.0,0.0,218.0,0.0,511.0,2.0,1917.0,6.0,1406.0,P3,0.00020431057995048697,511.0,2.0,1917.0
litbun,623,Emberiza pusilla,コホオアカ,Emberiza pusilla,Little Bunting,PASSERIFORMES,EMBERIZIDAE,Little Bunting,0.0019404895833333,0.0214496,33.0,summer,541.0,0.0,0.0,0.0,10.0,0.0,231.0,7.0,782.0,7.0,551.0,P3,0.00020182507998626694,231.0,7.0,782.0
brant,2,Branta bernicla,コクガン,Branta bernicla,Brant,ANSERIFORMES,ANATIDAE,Brant,0.00174574375,0.0063136,34.0,winter,383.0,0.0,8.0,0.0,77.0,0.0,0.0,0.0,468.0,0.0,468.0,P3,0.00019666990560701417,0.0,0.0,468.0
arcloo,269,Gavia arctica,オオハム,Gavia arctica,Arctic Loon,GAVIIFORMES,GAVIIDAE,Arctic Loon,0.0015340645833333,0.0053274,44.0,resident,128.0,0.0,7.0,0.0,44.0,0.0,45.0,0.0,224.0,0.0,179.0,P3,0.00019616745226755256,45.0,0.0,224.0
brbsan,156,Calidris falcinellus,キリアイ,Calidris falcinellus,Broad-billed Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Broad-billed Sandpiper,0.0013720937499999,0.0121313,21.0,summer,101.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,142.0,0.0,101.0,P3,0.00019136793616723855,41.0,0.0,142.0
oripra,201,Glareola maldivarum,ツバメチドリ,Glareola maldivarum,Oriental Pratincole,CHARADRIIFORMES,GLAREOLIDAE,Oriental Pratincole,0.0015029854166666,0.006339,36.0,summer,60.0,1.0,1.0,0.0,7.0,0.0,183.0,3.0,251.0,4.0,68.0,P3,0.00018827340929234723,183.0,3.0,251.0
jasowl1,371,Otus semitorques,オオコノハズク,Otus semitorques,Japanese Scops-Owl,STRIGIFORMES,STRIGIDAE,Japanese Scops-Owl,0.0011842708333333,0.0026749,47.0,resident,51.0,47.0,1.0,1.0,1.0,1.0,28.0,23.0,81.0,72.0,53.0,P2,0.00018576682483093066,28.0,23.0,81.0
cinbit1,324,Ixobrychus cinnamomeus,リュウキュウヨシゴイ,Botaurus cinnamomeus,Cinnamon Bittern,PELECANIFORMES,ARDEIDAE,Cinnamon Bittern,0.00131831875,0.0049952,48.0,resident,26.0,0.0,0.0,0.0,2.0,0.0,111.0,0.0,139.0,0.0,28.0,P3,0.00018465008302756482,111.0,0.0,139.0
chpher1,331,Ardeola bacchus,アカガシラサギ,Ardeola bacchus,Chinese Pond-Heron,PELECANIFORMES,ARDEIDAE,Chinese Pond-Heron,0.0011238625,0.0050233,47.0,resident,32.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,67.0,1.0,32.0,P2,0.00018398264719279866,35.0,1.0,67.0
rocpta1,62,Lagopus muta,ライチョウ,Lagopus muta,Rock Ptarmigan,GALLIFORMES,PHASIANIDAE,Rock Ptarmigan,0.0014692354166666,0.0056038,34.0,summer,114.0,2.0,0.0,0.0,15.0,0.0,138.0,2.0,267.0,4.0,129.0,P3,0.00018202840460266012,138.0,2.0,267.0
retpip,594,Anthus cervinus,ムネアカタヒバリ,Anthus cervinus,Red-throated Pipit,PASSERIFORMES,MOTACILLIDAE,Red-throated Pipit,0.0018600291666666,0.0080671,36.0,resident,702.0,0.0,4.0,0.0,87.0,0.0,563.0,1.0,1356.0,1.0,793.0,P3,0.00017872406176162073,563.0,1.0,1356.0
redkno,154,Calidris canutus,コオバシギ,Calidris canutus,Red Knot,CHARADRIIFORMES,SCOLOPACIDAE,Red Knot,0.0015764875,0.0121025,35.0,summer,309.0,0.0,1.0,0.0,4.0,0.0,201.0,0.0,515.0,0.0,314.0,P3,0.00017489282448289364,201.0,0.0,515.0
alpacc1,577,Prunella collaris,イワヒバリ,Prunella collaris,Alpine Accentor,PASSERIFORMES,PRUNELLIDAE,Alpine Accentor,0.0015370916666666,0.0066883,43.0,summer,262.0,2.0,0.0,0.0,6.0,0.0,174.0,2.0,442.0,4.0,268.0,P3,0.00017478041634896328,174.0,2.0,442.0
ferduc,41,Aythya nyroca,メジロガモ,Aythya nyroca,Ferruginous Duck,ANSERIFORMES,ANATIDAE,Ferruginous Duck,0.0010034125,0.0043094,28.0,winter,28.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,58.0,0.0,28.0,P2,0.00016987152271721225,30.0,0.0,58.0
sibthr1,517,Geokichla sibirica,マミジロ,Geokichla sibirica,Siberian Thrush,PASSERIFORMES,TURDIDAE,Siberian Thrush,0.0010537166666666,0.0074377,27.0,summer,36.0,4.0,1.0,1.0,3.0,2.0,33.0,20.0,73.0,27.0,40.0,P2,0.0001691679785565749,33.0,20.0,73.0
brnnod,202,Anous stolidus,クロアジサシ,Anous stolidus,Brown Noddy,CHARADRIIFORMES,LARIDAE,Brown Noddy,0.0012009770833333,0.0096722,32.0,summer,40.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,136.0,0.0,47.0,P3,0.00016894885719752095,89.0,0.0,136.0
piggui,253,Cepphus columba,ウミバト,Cepphus columba,Pigeon Guillemot,CHARADRIIFORMES,ALCIDAE,Pigeon Guillemot,0.00135525,0.0074,41.0,winter,28.0,0.0,5.0,0.0,26.0,0.0,218.0,0.0,277.0,0.0,59.0,P3,0.00016681804074327128,218.0,0.0,277.0
palros2,607,Carpodacus roseus,オオマシコ,Carpodacus roseus,Pallas's Rosefinch,PASSERIFORMES,FRINGILLIDAE,Pallas's Rosefinch,0.0008411145833333,0.0030935,30.0,winter,11.0,1.0,0.0,0.0,0.0,0.0,22.0,3.0,33.0,4.0,11.0,P1,0.0001639828764672598,22.0,3.0,33.0
blawoo1,398,Dryocopus martius,クマゲラ,Dryocopus martius,Black Woodpecker,PICIFORMES,PICIDAE,Black Woodpecker,0.0020842833333333,0.0073031,48.0,resident,2098.0,10.0,391.0,2.0,3097.0,12.0,1308.0,16.0,6894.0,40.0,5586.0,P3,0.00016345340796965335,1308.0,16.0,6894.0
mugfly,552,Ficedula mugimaki,ムギマキ,Ficedula mugimaki,Mugimaki Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Mugimaki Flycatcher,0.0011368270833333,0.0107949,17.0,summer,76.0,1.0,0.0,0.0,9.0,5.0,45.0,22.0,130.0,28.0,85.0,P3,0.00016138039185076617,45.0,22.0,130.0
flfshe,299,Ardenna carneipes,アカアシミズナギドリ,Ardenna carneipes,Flesh-footed Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Flesh-footed Shearwater,0.0010847645833333,0.0034856,38.0,summer,18.0,0.0,1.0,0.0,3.0,0.0,82.0,2.0,104.0,2.0,22.0,P3,0.00016123326526513266,82.0,2.0,104.0
refcor,312,Urile urile,チシマウガラス,Urile urile,Red-faced Cormorant,SULIFORMES,PHALACROCORACIDAE,Red-faced Cormorant,0.000763175,0.0027039,38.0,resident,5.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,26.0,0.0,9.0,P1,0.00015875154058177013,17.0,0.0,26.0
ftspet,277,Hydrobates furcatus,ハイイロウミツバメ,Hydrobates furcatus,Fork-tailed Storm-Petrel,PROCELLARIIFORMES,HYDROBATIDAE,Fork-tailed Storm-Petrel,0.0005865749999999,0.0020268,37.0,resident,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,3.0,P1,0.00015406365101441554,9.0,0.0,12.0
comcra,115,Grus grus,クロヅル,Grus grus,Common Crane,GRUIFORMES,GRUIDAE,Common Crane,0.0019291145833333,0.0108783,25.0,winter,1527.0,0.0,239.0,0.0,3571.0,7.0,854.0,0.0,6191.0,7.0,5337.0,P3,0.00015314781224585122,854.0,0.0,6191.0
chptit1,448,Remiz consobrinus,ツリスガラ,Remiz consobrinus,Chinese Penduline-Tit,PASSERIFORMES,REMIZIDAE,Chinese Penduline-Tit,0.0010838395833333,0.0065857,29.0,winter,64.0,1.0,0.0,0.0,3.0,3.0,83.0,8.0,150.0,12.0,67.0,P3,0.00014953786186782013,83.0,8.0,150.0
eurhob,405,Falco subbuteo,チゴハヤブサ,Falco subbuteo,Eurasian Hobby,FALCONIFORMES,FALCONIDAE,Eurasian Hobby,0.0014895395833333,0.0093137,34.0,summer,332.0,0.0,34.0,0.0,279.0,2.0,356.0,6.0,1001.0,8.0,645.0,P3,0.00014940057805562984,356.0,6.0,1001.0
commur,252,Uria aalge,ウミガラス,Uria aalge,Common Murre,CHARADRIIFORMES,ALCIDAE,Common Murre,0.0012667375,0.0052685,42.0,resident,172.0,0.0,3.0,0.0,7.0,0.0,181.0,0.0,363.0,0.0,182.0,P3,0.00014882216994866862,181.0,0.0,363.0
thbmur,251,Uria lomvia,ハシブトウミガラス,Uria lomvia,Thick-billed Murre,CHARADRIIFORMES,ALCIDAE,Thick-billed Murre,0.0008745104166666,0.0044116,36.0,winter,31.0,0.0,1.0,0.0,2.0,0.0,24.0,0.0,58.0,0.0,34.0,P2,0.00014804919822228557,24.0,0.0,58.0
cacgoo1,5,Branta hutchinsii,シジュウカラガン,Branta hutchinsii,Cackling Goose,ANSERIFORMES,ANATIDAE,Cackling Goose,0.0012470416666666,0.0060595,32.0,winter,84.0,0.0,33.0,0.0,229.0,0.0,0.0,0.0,346.0,0.0,346.0,P3,0.00014770224001614508,0.0,0.0,346.0
eursta,512,Sturnus vulgaris,ホシムクドリ,Sturnus vulgaris,European Starling,PASSERIFORMES,STURNIDAE,European Starling,0.0020146083333333,0.0056858,39.0,winter,2280.0,0.0,806.0,0.0,5542.0,0.0,4998.0,0.0,13626.0,0.0,8628.0,P3,0.00014668460372008703,4998.0,0.0,13626.0
merlin,404,Falco columbarius,コチョウゲンボウ,Falco columbarius,Merlin,FALCONIFORMES,FALCONIDAE,Merlin,0.0017137395833333,0.0066796,31.0,winter,161.0,0.0,152.0,0.0,872.0,0.0,2177.0,0.0,3362.0,0.0,1185.0,P3,0.00014627391116143242,2177.0,0.0,3362.0
solsni1,179,Gallinago solitaria,アオシギ,Gallinago solitaria,Solitary Snipe,CHARADRIIFORMES,SCOLOPACIDAE,Solitary Snipe,0.00060086875,0.0041269,24.0,winter,11.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,1.0,11.0,P1,0.00014409581702120995,5.0,0.0,16.0
rinphe1,6,Phasianus colchicus,タイリクキジ,Phasianus colchicus,Ring-necked Pheasant,GALLIFORMES,PHASIANIDAE,Ring-necked Pheasant,0.00168155,0.0041152,48.0,resident,858.0,0.0,154.0,5.0,814.0,25.0,1440.0,19.0,3266.0,49.0,1826.0,P3,0.00014403994395297858,1440.0,19.0,3266.0
lwfgoo,13,Anser erythropus,カリガネ,Anser erythropus,Lesser White-fronted Goose,ANSERIFORMES,ANATIDAE,Lesser White-fronted Goose,0.00084770625,0.0037426,26.0,winter,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,P2,0.0001429343775909569,0.0,0.0,59.0
whnpet,289,Pterodroma cervicalis,クビワオオシロハラミズナギドリ,Pterodroma cervicalis,White-necked Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,White-necked Petrel,0.000281925,0.0015,16.0,passage,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,P1,0.0001409625,0.0,0.0,2.0
lobdow,174,Limnodromus scolopaceus,オオハシシギ,Limnodromus scolopaceus,Long-billed Dowitcher,CHARADRIIFORMES,SCOLOPACIDAE,Long-billed Dowitcher,0.0014670333333333,0.0037954,39.0,resident,131.0,0.0,17.0,0.0,74.0,0.0,1233.0,0.0,1455.0,0.0,222.0,P3,0.0001396006589447769,1233.0,0.0,1455.0
purher1,334,Ardea purpurea,ムラサキサギ,Ardea purpurea,Purple Heron,PELECANIFORMES,ARDEIDAE,Purple Heron,0.00136108125,0.0055469,47.0,resident,524.0,1.0,2.0,0.0,21.0,0.0,338.0,0.0,885.0,1.0,547.0,P3,0.00013898809318852506,338.0,0.0,885.0
yebwar3,469,Phylloscopus inornatus,キマユムシクイ,Phylloscopus inornatus,Yellow-browed Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Yellow-browed Warbler,0.0016341,0.0103743,35.0,resident,1161.0,1.0,27.0,0.0,180.0,4.0,2357.0,48.0,3725.0,53.0,1368.0,P3,0.0001377383404517019,2357.0,48.0,3725.0
redpol1,610,Acanthis flammea,ベニヒワ,Acanthis flammea,Redpoll,PASSERIFORMES,FRINGILLIDAE,Redpoll,0.0016235041666666,0.0063627,31.0,winter,861.0,5.0,45.0,0.0,387.0,1.0,2470.0,4.0,3763.0,10.0,1293.0,P3,0.00013667661462995396,2470.0,4.0,3763.0
redcro,611,Loxia curvirostra,イスカ,Loxia curvirostra,Red Crossbill,PASSERIFORMES,FRINGILLIDAE,Red Crossbill,0.0020538208333333,0.0089549,44.0,resident,5331.0,3.0,340.0,0.0,1821.0,0.0,34251.0,9.0,41743.0,12.0,7492.0,P3,0.00013380536706484144,34251.0,9.0,41743.0
loeowl,372,Asio otus,トラフズク,Asio otus,Long-eared Owl,STRIGIFORMES,STRIGIDAE,Long-eared Owl,0.0017258645833333,0.0040917,47.0,resident,1631.0,1.0,277.0,0.0,4310.0,2.0,2025.0,1.0,8243.0,4.0,6218.0,P3,0.0001326638698535745,2025.0,1.0,8243.0
crseag1,346,Spilornis cheela,カンムリワシ,Spilornis cheela,Crested Serpent-Eagle,ACCIPITRIFORMES,ACCIPITRIDAE,Crested Serpent-Eagle,0.0014272770833333,0.0083203,48.0,resident,287.0,7.0,64.0,0.0,271.0,1.0,1112.0,0.0,1734.0,8.0,622.0,P3,0.00013262744863679798,1112.0,0.0,1734.0
sancra,111,Antigone canadensis,カナダヅル,Antigone canadensis,Sandhill Crane,GRUIFORMES,GRUIDAE,Sandhill Crane,0.0016963895833333,0.0096696,25.0,winter,290.0,0.0,343.0,0.0,2012.0,0.0,4834.0,0.0,7479.0,0.0,2645.0,P3,0.00013181968694226818,4834.0,0.0,7479.0
bonhon1,499,Apalopteron familiare,メグロ,Apalopteron familiare,Bonin White-eye,PASSERIFORMES,ZOSTEROPIDAE,Bonin White-eye,0.00052938125,0.0029554,34.0,resident,2.0,2.0,0.0,0.0,0.0,0.0,13.0,13.0,15.0,15.0,2.0,P1,0.00012951340979972415,13.0,13.0,15.0
